OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
BinaryNgDeviceOperation,tt_dnn_device,282624,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61835191210,61835194160,2950,1.41034E+13,1.41034E+13,608,609,1173548,44055,44054,,,,2045,44047,42987,43291,43110,43151,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,283648,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61835222270,61835224840,2570,1.41034E+13,1.41034E+13,647,647,52371,44113,44113,,,,2046,44103,43350,43344,41140,42190,,,,,,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[197],768[768],TILE,BFLOAT16,DEV_3_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_no_bcast.cpp'],['eltwise_binary_no_bcast/12078341343580694917/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_no_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_no_bcast/1297591354596059011/'; 'writer_interleaved_no_bcast/8100052333441412542/'],1452,2268,1344,676,1404,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
LayerNormDeviceOperation,tt_dnn_device,284672,0,wormhole_b0,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-12'; 'norm_type': 'LayerNormType::LAYERNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,56,64,,61835280120,61835283320,3200,1.41034E+13,1.41034E+13,659,659,72516,63369,63369,,,,1948,63339,61862,62117,61252,62410,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_11_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_11_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_11_DRAM_INTERLEAVED,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_11_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/5976970253405648610/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/15240494032904720717/'; 'reader_unary_interleaved_ln/4285848922001723099/'],1116,2780,4928,3868,5400,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
MatmulDeviceOperation,tt_dnn_device,285696,0,wormhole_b0,{'bcast_batch': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=(x=8;y=8);in0_block_w=2;out_subblock_h=7;out_subblock_w=1;out_block_h=7;out_block_w=1;per_core_M=7;per_core_N=1;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0)'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,24,64,,61835332929,61835335239,2310,1.41034E+13,1.41034E+13,618,618,331545,315753,315753,,,,1963,315721,306130,306641,307215,307364,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],768[768],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2177120523407224952/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/17603115177983819746/'; 'reader_bmm_tile_layout_in0_receiver/16324646148927163598/'; 'reader_bmm_tile_layout_in0_sender_padding/13229008587918006937/'],2240,1564,2304,1764,3292,0,0,0,0,16128,16128,9935,[170.6666717529297; 73.14286041259766],[170.6666717529297],5.108,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,286720,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61835371169,61835373999,2830,1.41034E+13,1.41034E+13,602,602,358502,43205,43205,,,,2041,43192,42142,42449,42257,42304,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,287744,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,61835403599,61835406019,2420,1.41034E+13,1.41034E+13,591,591,48385,40941,40941,,,,1987,40931,31244,31557,31386,32293,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],48.416,,,,,,,,,,,,,,,,,
ReshapeViewDeviceOperation,tt_dnn_device,288768,0,wormhole_b0,{'logical_output_shape': 'Shape([21504; 64])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'padded_output_shape': 'Shape([21504; 64])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,64,64,,61835437409,61835439669,2260,1.41034E+13,1.41034E+13,635,635,122105,81600,81600,,,,1916,78114,81600,,,,,,,,,1[1],1[1],1792[1792],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],21504[21504],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'],['rm_reshape_interleaved/11662791417070975504/'; 'rm_reshape_interleaved/3573719014390855380/'],1492,1556,0,0,0,0,0,0,0,1,1,1,[],[],0.001,,,,,,,,,,,,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,289792,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([8; 224; 32; 64])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,64,64,,61835470158,61835472188,2030,1.41034E+13,1.41034E+13,624,624,242179,233667,233667,,,,2052,233667,232372,232463,224164,232447,,,,,,8[8],224[224],12[12],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/4718383973291235544/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/12495726834710033982/'; 'reader_unary_pad_dims_split_rows_multicore/7629955684593436241/'],980,1952,1172,660,1492,0,0,0,0,1,1,1,[],[],0,,,,,,,,,,,,,,,,,
TransposeDeviceOperation,tt_dnn_device,290816,0,wormhole_b0,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_value': '0'},,64,64,,61835502328,61835504448,2120,1.41034E+13,1.41034E+13,629,629,137660,126936,126936,,,,1850,126935,124752,,,,,,,,,8[8],224[224],32[12],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,8[8],12[12],224[224],64[64],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/16282407633948261000/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/6381871595408854062/'],988,976,0,0,0,0,0,0,0,35969,35969,26495,[204.0655059814453],[76.5245590209961],28.336,,,,,,,,,,,,,,,,,
MatmulDeviceOperation,tt_dnn_device,291840,0,wormhole_b0,{'bcast_batch': '1'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=(x=8;y=8);in0_block_w=2;out_subblock_h=7;out_subblock_w=1;out_block_h=7;out_block_w=1;per_core_M=7;per_core_N=1;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0)'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,24,64,,61835542998,61835545088,2090,1.41034E+13,1.41034E+13,640,640,319290,316646,316646,,,,1887,316612,307083,307600,308171,308307,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,1[1],1[1],768[768],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2177120523407224952/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/17603115177983819746/'; 'reader_bmm_tile_layout_in0_receiver/16324646148927163598/'; 'reader_bmm_tile_layout_in0_sender_padding/13229008587918006937/'],2240,1564,2304,1764,3292,0,0,0,0,16128,16128,9935,[170.6666717529297; 73.14286041259766],[170.6666717529297],5.093,,,,,,,,,,,,,,,,,
BinaryNgDeviceOperation,tt_dnn_device,292864,0,wormhole_b0,{'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_dtype': 'DataType::BFLOAT16'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': 'SmallVector([])'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'post_activations': 'SmallVector([])'; 'rhs_activations': 'SmallVector([])'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::ROW_B'; 'worker_grid': '{[(x=0;y=0) - (x=7;y=7)]}'},HiFi4,64,64,,61835581177,61835584247,3070,1.41034E+13,1.41034E+13,630,630,359511,43255,43255,,,,2019,43247,42195,42503,42309,42357,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,,,,,,8[8],14[14],32[14],768[768],TILE,BFLOAT16,DEV_1_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/compute/eltwise_binary_row_bcast.cpp'],['eltwise_binary_row_bcast/18113110018876477802/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_row_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'],['reader_interleaved_row_bcast/13770226293879646799/'; 'writer_interleaved_no_bcast/3670091579290983480/'],1452,2268,2024,936,2856,0,0,0,0,1,1,1,[],[],0.002,,,,,,,,,,,,,,,,,
UntilizeDeviceOperation,tt_dnn_device,293888,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pf_type': '2'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,56,64,,61835612427,61835614617,2190,1.41034E+13,1.41034E+13,611,611,48348,40405,40405,,,,1963,40385,31597,31916,31747,32638,,,,,,1[1],8[8],224[224],768[768],TILE,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],8[8],224[224],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize_variable_num_blocks.cpp'],['pack_untilize_variable_num_blocks/8541931570384057023/'],['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_multi_core.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/reader_unary_start_id.cpp'],['writer_unary_stick_layout_split_rows_multi_core/15658168722402392153/'; 'reader_unary_start_id/12104248936822794078/'],1072,772,1180,1132,3320,0,0,0,0,19822,19822,9935,[138.86146545410156],[138.86146545410156],49.058,,,,,,,,,,,,,,,,,
ReshapeViewDeviceOperation,tt_dnn_device,294912,0,wormhole_b0,{'logical_output_shape': 'Shape([21504; 64])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'padded_output_shape': 'Shape([21504; 64])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,64,64,,61835643257,61835645197,1940,1.41034E+13,1.41034E+13,630,630,122970,83003,83003,,,,1912,78869,82996,,,,,,,,,1[1],1[1],1792[1792],768[768],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],21504[21504],64[64],ROW_MAJOR,BFLOAT16,DEV_5_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/rm_reshape_interleaved.cpp'],['rm_reshape_interleaved/11662791417070975504/'; 'rm_reshape_interleaved/3573719014390855380/'],1492,1556,0,0,0,0,0,0,0,1,1,1,[],[],0.001,,,,,,,,,,,,,,,,,
